instrument_type,time,latitude,longitude,depth,heterotrophic_bacteria,synechococcus_bacteria,chlorophyll,eukaryotic_bacteria,bottle_salinity,phototrophic_bacteria
1,1990-01-05 05:35:00,22.5,-158.0,50.0,,,0.12,,,
1,1990-01-05 05:35:00,22.5,-158.0,50.0,,,0.11,,,
1,1990-01-05 05:35:00,22.5,-158.0,50.0,,,0.13,,,
1,1990-01-05 05:35:00,22.5,-158.0,100.0,,,0.19,,,
1,1990-01-05 05:35:00,22.5,-158.0,100.0,,,0.17,,,
1,1990-01-05 05:35:00,22.5,-158.0,150.0,,,0.12,,,
1,1990-01-05 05:35:00,22.5,-158.0,150.0,,,0.06,,,
1,1990-01-05 05:35:00,22.5,-158.0,200.0,,,0.01,,,
0,1990-01-05 06:45:00,22.5,-158.0,50.0,,,0.12,,,
0,1990-01-05 06:45:00,22.5,-158.0,50.0,,,0.11,,,
0,1990-01-05 06:45:00,22.5,-158.0,50.0,,,0.13,,,
0,1990-01-05 06:45:00,22.5,-158.0,100.0,,,0.19,,,
0,1990-01-05 06:45:00,22.5,-158.0,100.0,,,0.17,,,
0,1990-01-05 06:45:00,22.5,-158.0,150.0,,,0.12,,,
0,1990-01-05 06:45:00,22.5,-158.0,150.0,,,0.06,,,
0,1990-01-05 06:45:00,22.5,-158.0,200.0,,,0.01,,,
1,1990-02-15 07:10:00,22.5,-158.0,50.0,,,0.08,,,
1,1990-02-15 07:10:00,22.5,-158.0,50.0,,,0.1,,,
1,1990-02-15 07:10:00,22.5,-158.0,50.0,,,0.11,,,
1,1990-02-15 07:10:00,22.5,-158.0,100.0,,,0.22,,,
1,1990-02-15 07:10:00,22.5,-158.0,100.0,,,0.33,,,
1,1990-02-15 07:10:00,22.5,-158.0,150.0,,,0.22,,,
1,1990-02-15 07:10:00,22.5,-158.0,150.0,,,0.11,,,
1,1990-02-15 07:10:00,22.5,-158.0,200.0,,,0.04,,,
0,1990-02-15 07:10:00,22.5,-158.0,50.0,,,0.08,,,
0,1990-02-15 07:10:00,22.5,-158.0,50.0,,,0.1,,,
0,1990-02-15 07:10:00,22.5,-158.0,50.0,,,0.11,,,
0,1990-02-15 07:10:00,22.5,-158.0,100.0,,,0.22,,,
0,1990-02-15 07:10:00,22.5,-158.0,100.0,,,0.33,,,
0,1990-02-15 07:10:00,22.5,-158.0,150.0,,,0.22,,,
0,1990-02-15 07:10:00,22.5,-158.0,150.0,,,0.11,,,
0,1990-02-15 07:10:00,22.5,-158.0,200.0,,,0.04,,,
1,1990-03-19 06:00:00,22.5,-158.0,50.0,,,0.09,,,
1,1990-03-19 06:00:00,22.5,-158.0,50.0,,,0.11,,,
1,1990-03-19 06:00:00,22.5,-158.0,50.0,,,0.1,,,
1,1990-03-19 06:00:00,22.5,-158.0,100.0,,,0.17,,,
1,1990-03-19 06:00:00,22.5,-158.0,100.0,,,0.2,,,
1,1990-03-19 06:00:00,22.5,-158.0,150.0,,,0.27,,,
1,1990-03-19 06:00:00,22.5,-158.0,150.0,,,0.05,,,
1,1990-03-19 06:00:00,22.5,-158.0,200.0,,,0.04,,,
0,1990-03-19 06:15:00,22.5,-158.0,50.0,,,0.09,,,
0,1990-03-19 06:15:00,22.5,-158.0,50.0,,,0.11,,,
0,1990-03-19 06:15:00,22.5,-158.0,50.0,,,0.1,,,
0,1990-03-19 06:15:00,22.5,-158.0,100.0,,,0.17,,,
0,1990-03-19 06:15:00,22.5,-158.0,100.0,,,0.2,,,
0,1990-03-19 06:15:00,22.5,-158.0,150.0,,,0.27,,,
0,1990-03-19 06:15:00,22.5,-158.0,150.0,,,0.05,,,
0,1990-03-19 06:15:00,22.5,-158.0,200.0,,,0.04,,,
1,1990-04-13 06:30:00,22.5,-158.0,50.0,,,0.09,,,
1,1990-04-13 06:30:00,22.5,-158.0,50.0,,,0.1,,,
1,1990-04-13 06:30:00,22.5,-158.0,50.0,,,0.13,,,
1,1990-04-13 06:30:00,22.5,-158.0,100.0,,,0.17,,,
1,1990-04-13 06:30:00,22.5,-158.0,100.0,,,0.23,,,
1,1990-04-13 06:30:00,22.5,-158.0,150.0,,,0.32,,,
1,1990-04-13 06:30:00,22.5,-158.0,150.0,,,0.13,,,
1,1990-04-13 06:30:00,22.5,-158.0,200.0,,,0.08,,,
0,1990-04-13 06:30:00,22.5,-158.0,50.0,,,0.09,,,
0,1990-04-13 06:30:00,22.5,-158.0,50.0,,,0.1,,,
0,1990-04-13 06:30:00,22.5,-158.0,50.0,,,0.13,,,
0,1990-04-13 06:30:00,22.5,-158.0,100.0,,,0.17,,,
0,1990-04-13 06:30:00,22.5,-158.0,100.0,,,0.23,,,
0,1990-04-13 06:30:00,22.5,-158.0,150.0,,,0.32,,,
0,1990-04-13 06:30:00,22.5,-158.0,150.0,,,0.13,,,
0,1990-04-13 06:30:00,22.5,-158.0,200.0,,,0.08,,,
1,1990-05-09 05:45:00,22.5,-158.0,50.0,,,0.03,,,
1,1990-05-09 05:45:00,22.5,-158.0,50.0,,,0.1,,,
1,1990-05-09 05:45:00,22.5,-158.0,50.0,,,0.11,,,
1,1990-05-09 05:45:00,22.5,-158.0,100.0,,,0.14,,,
1,1990-05-09 05:45:00,22.5,-158.0,100.0,,,0.5,,,
1,1990-05-09 05:45:00,22.5,-158.0,150.0,,,0.28,,,
1,1990-05-09 05:45:00,22.5,-158.0,150.0,,,0.1,,,
1,1990-05-09 05:45:00,22.5,-158.0,200.0,,,0.06,,,
0,1990-05-09 05:45:00,22.5,-158.0,50.0,,,0.03,,,
0,1990-05-09 05:45:00,22.5,-158.0,50.0,,,0.1,,,
0,1990-05-09 05:45:00,22.5,-158.0,50.0,,,0.11,,,
0,1990-05-09 05:45:00,22.5,-158.0,100.0,,,0.14,,,
0,1990-05-09 05:45:00,22.5,-158.0,100.0,,,0.5,,,
0,1990-05-09 05:45:00,22.5,-158.0,150.0,,,0.28,,,
0,1990-05-09 05:45:00,22.5,-158.0,150.0,,,0.1,,,
0,1990-05-09 05:45:00,22.5,-158.0,200.0,,,0.06,,,
1,1990-06-13 06:00:00,22.5,-158.0,50.0,,,0.05,,,
1,1990-06-13 06:00:00,22.5,-158.0,50.0,,,0.04,,,
1,1990-06-13 06:00:00,22.5,-158.0,50.0,,,0.06,,,
1,1990-06-13 06:00:00,22.5,-158.0,100.0,,,0.11,,,
1,1990-06-13 06:00:00,22.5,-158.0,100.0,,,0.22,,,
1,1990-06-13 06:00:00,22.5,-158.0,150.0,,,0.08,,,
1,1990-06-13 06:00:00,22.5,-158.0,150.0,,,0.02,,,
1,1990-06-13 06:00:00,22.5,-158.0,200.0,,,0.02,,,
1,1990-07-25 06:30:00,22.5,-158.0,50.0,,,0.04,,,
1,1990-07-25 06:30:00,22.5,-158.0,50.0,,,0.04,,,
1,1990-07-25 06:30:00,22.5,-158.0,50.0,,,0.08,,,
1,1990-07-25 06:30:00,22.5,-158.0,100.0,,,0.11,,,
1,1990-07-25 06:30:00,22.5,-158.0,100.0,,,0.2,,,
1,1990-07-25 06:30:00,22.5,-158.0,150.0,,,0.08,,,
1,1990-07-25 06:30:00,22.5,-158.0,150.0,,,0.04,,,
1,1990-07-25 06:30:00,22.5,-158.0,200.0,,,0.02,,,
1,1990-12-18 06:12:00,22.5,-158.0,50.0,,,0.09,,,
1,1990-12-18 06:12:00,22.5,-158.0,50.0,,,0.09,,,
1,1990-12-18 06:12:00,22.5,-158.0,50.0,,,0.09,,,
1,1990-12-18 06:12:00,22.5,-158.0,100.0,,,0.1,,,
1,1990-12-18 06:12:00,22.5,-158.0,100.0,,,0.15,,,
1,1990-12-18 06:12:00,22.5,-158.0,150.0,,,0.05,,,
1,1990-12-18 06:12:00,22.5,-158.0,150.0,,,0.01,,,
1,1991-02-04 07:08:00,22.5,-158.0,50.0,,,0.068,,,
1,1991-02-04 07:08:00,22.5,-158.0,50.0,,,0.059,,,
1,1991-02-04 07:08:00,22.5,-158.0,100.0,,,0.102,,,
1,1991-02-04 07:08:00,22.5,-158.0,100.0,,,0.139,,,
1,1991-02-04 07:08:00,22.5,-158.0,150.0,,,0.129,,,
1,1991-04-10 06:00:00,22.5,-158.0,50.0,,,0.088,,,
1,1991-04-10 06:00:00,22.5,-158.0,50.0,,,0.09,,,
1,1991-04-10 06:00:00,22.5,-158.0,50.0,,,0.091,,,
1,1991-04-10 06:00:00,22.5,-158.0,100.0,,,0.131,,,
1,1991-04-10 06:00:00,22.5,-158.0,100.0,,,0.187,,,
1,1991-04-10 06:00:00,22.5,-158.0,150.0,,,0.228,,,
1,1991-04-10 06:00:00,22.5,-158.0,150.0,,,0.063,,,
1,1991-04-10 06:00:00,22.5,-158.0,200.0,,,0.042,,,
1,1991-05-08 06:00:00,22.5,-158.0,50.0,,,0.092,,,
1,1991-05-08 06:00:00,22.5,-158.0,50.0,,,0.11,,,
1,1991-05-08 06:00:00,22.5,-158.0,50.0,,,0.107,,,
1,1991-05-08 06:00:00,22.5,-158.0,100.0,,,0.142,,,
1,1991-05-08 06:00:00,22.5,-158.0,100.0,,,0.181,,,
1,1991-05-08 06:00:00,22.5,-158.0,150.0,,,0.218,,,
1,1991-05-08 06:00:00,22.5,-158.0,150.0,,,0.141,,,
1,1991-05-08 06:00:00,22.5,-158.0,200.0,,,0.103,,,
1,1991-06-05 06:30:00,22.5,-158.0,50.0,,,0.101,,,
1,1991-06-05 06:30:00,22.5,-158.0,50.0,,,0.099,,,
1,1991-06-05 06:30:00,22.5,-158.0,50.0,,,0.101,,,
1,1991-06-05 06:30:00,22.5,-158.0,100.0,,,0.119,,,
1,1991-06-05 06:30:00,22.5,-158.0,100.0,,,0.164,,,
1,1991-06-05 06:30:00,22.5,-158.0,150.0,,,0.209,,,
1,1991-06-05 06:30:00,22.5,-158.0,150.0,,,0.09,,,
1,1991-06-05 06:30:00,22.5,-158.0,200.0,,,0.021,,,
1,1991-07-10 05:50:00,22.5,-158.0,50.0,,,0.066,,,
1,1991-07-10 05:50:00,22.5,-158.0,50.0,,,0.064,,,
1,1991-07-10 05:50:00,22.5,-158.0,50.0,,,0.087,,,
1,1991-07-10 05:50:00,22.5,-158.0,100.0,,,0.136,,,
1,1991-07-10 05:50:00,22.5,-158.0,100.0,,,0.224,,,
1,1991-07-10 05:50:00,22.5,-158.0,150.0,,,0.198,,,
1,1991-07-10 05:50:00,22.5,-158.0,150.0,,,0.064,,,
1,1991-07-10 05:50:00,22.5,-158.0,200.0,,,0.072,,,
1,1991-08-10 06:45:00,22.5,-158.0,50.0,,,0.07,,,
1,1991-08-10 06:45:00,22.5,-158.0,50.0,,,0.067,,,
1,1991-08-10 06:45:00,22.5,-158.0,50.0,,,0.074,,,
1,1991-08-10 06:45:00,22.5,-158.0,100.0,,,0.146,,,
1,1991-08-10 06:45:00,22.5,-158.0,100.0,,,0.198,,,
1,1991-08-10 06:45:00,22.5,-158.0,150.0,,,0.195,,,
1,1991-08-10 06:45:00,22.5,-158.0,150.0,,,0.079,,,
1,1991-08-10 06:45:00,22.5,-158.0,200.0,,,0.026,,,
1,1991-09-18 05:00:00,22.5,-158.0,50.0,,,0.074,,,
1,1991-09-18 05:00:00,22.5,-158.0,50.0,,,0.069,,,
1,1991-09-18 05:00:00,22.5,-158.0,50.0,,,0.085,,,
1,1991-09-18 05:00:00,22.5,-158.0,100.0,,,0.169,,,
1,1991-09-18 05:00:00,22.5,-158.0,100.0,,,0.224,,,
1,1991-09-18 05:00:00,22.5,-158.0,150.0,,,0.152,,,
1,1991-09-18 05:00:00,22.5,-158.0,150.0,,,0.075,,,
1,1991-09-18 05:00:00,22.5,-158.0,200.0,,,0.082,,,
1,1991-10-21 06:20:00,22.5,-158.0,50.0,,,0.076,,,
1,1991-10-21 06:20:00,22.5,-158.0,50.0,,,0.079,,,
1,1991-10-21 06:20:00,22.5,-158.0,50.0,,,0.091,,,
1,1991-10-21 06:20:00,22.5,-158.0,100.0,,,0.201,,,
1,1991-10-21 06:20:00,22.5,-158.0,100.0,,,0.287,,,
1,1991-10-21 06:20:00,22.5,-158.0,150.0,,,0.109,,,
1,1991-10-21 06:20:00,22.5,-158.0,150.0,,,0.073,,,
1,1991-10-21 06:20:00,22.5,-158.0,200.0,,,0.081,,,
1,1991-12-06 06:20:00,22.5,-158.0,50.0,,,0.124,,,
1,1991-12-06 06:20:00,22.5,-158.0,50.0,,,0.107,,,
1,1991-12-06 06:20:00,22.5,-158.0,50.0,,,0.108,,,
1,1991-12-06 06:20:00,22.5,-158.0,100.0,,,0.182,,,
1,1991-12-06 06:20:00,22.5,-158.0,100.0,,,0.215,,,
1,1991-12-06 06:20:00,22.5,-158.0,150.0,,,0.127,,,
1,1991-12-06 06:20:00,22.5,-158.0,150.0,,,0.044,,,
1,1992-01-05 05:43:00,22.5,-158.0,50.0,,,0.14,,,
1,1992-01-05 05:43:00,22.5,-158.0,50.0,,,0.136,,,
1,1992-01-05 05:43:00,22.5,-158.0,50.0,,,0.181,,,
1,1992-01-05 05:43:00,22.5,-158.0,100.0,,,0.153,,,
1,1992-01-05 05:43:00,22.5,-158.0,100.0,,,0.209,,,
1,1992-01-05 05:43:00,22.5,-158.0,150.0,,,0.053,,,
1,1992-01-05 05:43:00,22.5,-158.0,150.0,,,0.024,,,
1,1992-01-05 05:43:00,22.5,-158.0,200.0,,,0.01,,,
1,1992-02-14 06:30:00,22.5,-158.0,50.0,,,0.151,,,
1,1992-02-14 06:30:00,22.5,-158.0,50.0,,,0.154,,,
1,1992-02-14 06:30:00,22.5,-158.0,50.0,,,0.155,,,
1,1992-02-14 06:30:00,22.5,-158.0,100.0,,,0.142,,,
1,1992-02-14 06:30:00,22.5,-158.0,100.0,,,0.164,,,
1,1992-02-14 06:30:00,22.5,-158.0,150.0,,,0.115,,,
1,1992-02-14 06:30:00,22.5,-158.0,150.0,,,0.056,,,
1,1992-02-14 06:30:00,22.5,-158.0,200.0,,,0.031,,,
1,1992-03-05 05:50:00,22.5,-158.0,50.0,,,0.081,,,
1,1992-03-05 05:50:00,22.5,-158.0,50.0,,,0.078,,,
1,1992-03-05 05:50:00,22.5,-158.0,50.0,,,0.098,,,
1,1992-03-05 05:50:00,22.5,-158.0,100.0,,,0.13,,,
1,1992-03-05 05:50:00,22.5,-158.0,100.0,,,0.119,,,
1,1992-03-05 05:50:00,22.5,-158.0,150.0,,,0.194,,,
1,1992-03-05 05:50:00,22.5,-158.0,150.0,,,0.109,,,
1,1992-03-05 05:50:00,22.5,-158.0,200.0,,,0.034,,,
1,1992-04-17 05:45:00,22.5,-158.0,50.0,,,0.066,,,
1,1992-04-17 05:45:00,22.5,-158.0,50.0,,,0.072,,,
1,1992-04-17 05:45:00,22.5,-158.0,50.0,,,0.085,,,
1,1992-04-17 05:45:00,22.5,-158.0,100.0,,,0.165,,,
1,1992-04-17 05:45:00,22.5,-158.0,100.0,,,0.16,,,
1,1992-04-17 05:45:00,22.5,-158.0,150.0,,,0.206,,,
1,1992-04-17 05:45:00,22.5,-158.0,150.0,,,0.061,,,
1,1992-06-09 05:40:00,22.5,-158.0,50.0,,,0.054,,,
1,1992-06-09 05:40:00,22.5,-158.0,50.0,,,0.053,,,
1,1992-06-09 05:40:00,22.5,-158.0,50.0,,,0.066,,,
1,1992-06-09 05:40:00,22.5,-158.0,100.0,,,0.077,,,
1,1992-06-09 05:40:00,22.5,-158.0,100.0,,,0.121,,,
1,1992-06-09 05:40:00,22.5,-158.0,150.0,,,0.255,,,
1,1992-06-09 05:40:00,22.5,-158.0,150.0,,,0.07,,,
1,1992-07-05 05:53:00,22.5,-158.0,50.0,,,0.049,,,
1,1992-07-05 05:53:00,22.5,-158.0,50.0,,,0.077,,,
1,1992-07-05 05:53:00,22.5,-158.0,50.0,,,0.053,,,
1,1992-07-05 05:53:00,22.5,-158.0,100.0,,,0.186,,,
1,1992-07-05 05:53:00,22.5,-158.0,100.0,,,0.178,,,
1,1992-07-05 05:53:00,22.5,-158.0,150.0,,,0.166,,,
1,1992-07-05 05:53:00,22.5,-158.0,150.0,,,0.064,,,
1,1992-07-05 05:53:00,22.5,-158.0,200.0,,,0.004,,,
1,1992-08-05 06:00:00,22.5,-158.0,50.0,,,0.067,,,
1,1992-08-05 06:00:00,22.5,-158.0,50.0,,,0.073,,,
1,1992-08-05 06:00:00,22.5,-158.0,50.0,,,0.085,,,
1,1992-08-05 06:00:00,22.5,-158.0,100.0,,,0.132,,,
1,1992-08-05 06:00:00,22.5,-158.0,100.0,,,0.246,,,
1,1992-08-05 06:00:00,22.5,-158.0,150.0,,,0.087,,,
1,1992-08-05 06:00:00,22.5,-158.0,150.0,,,0.031,,,
1,1992-08-05 06:00:00,22.5,-158.0,200.0,,,0.013,,,
1,1992-09-22 06:07:00,22.5,-158.0,50.0,,,0.09,,,
1,1992-09-22 06:07:00,22.5,-158.0,50.0,,,0.083,,,
1,1992-09-22 06:07:00,22.5,-158.0,50.0,,,0.103,,,
1,1992-09-22 06:07:00,22.5,-158.0,100.0,,,0.183,,,
1,1992-09-22 06:07:00,22.5,-158.0,100.0,,,0.195,,,
1,1992-09-22 06:07:00,22.5,-158.0,150.0,,,0.055,,,
1,1992-09-22 06:07:00,22.5,-158.0,150.0,,,0.037,,,
1,1992-09-22 06:07:00,22.5,-158.0,200.0,,,0.039,,,
1,1992-10-19 06:22:00,22.5,-158.0,50.0,,,0.086,,,
1,1992-10-19 06:22:00,22.5,-158.0,50.0,,,0.093,,,
1,1992-10-19 06:22:00,22.5,-158.0,50.0,,,0.125,,,
1,1992-10-19 06:22:00,22.5,-158.0,100.0,,,0.321,,,
1,1992-10-19 06:22:00,22.5,-158.0,100.0,,,0.313,,,
1,1992-10-19 06:22:00,22.5,-158.0,150.0,,,0.078,,,
1,1992-10-19 06:22:00,22.5,-158.0,150.0,,,0.025,,,
1,1992-10-19 06:22:00,22.5,-158.0,200.0,,,0.011,,,
1,1993-01-20 06:00:00,22.5,-158.0,50.0,,,0.118,,,
1,1993-01-20 06:00:00,22.5,-158.0,50.0,,,0.18,,,
1,1993-01-20 06:00:00,22.5,-158.0,50.0,,,0.179,,,
1,1993-01-20 06:00:00,22.5,-158.0,100.0,,,0.191,,,
1,1993-01-20 06:00:00,22.5,-158.0,100.0,,,0.198,,,
1,1993-01-20 06:00:00,22.5,-158.0,150.0,,,0.152,,,
1,1993-01-20 06:00:00,22.5,-158.0,150.0,,,0.079,,,
1,1993-01-20 06:00:00,22.5,-158.0,200.0,,,0.084,,,
1,1993-02-17 05:10:00,22.5,-158.0,50.0,,,0.086,,,
